44,1,1,0,0,43,2,1,0,0,43,2,1,0,0,42,3,1,0,0,42,3,1,0,0,50,46,00300520,20170100300520005,08112
70,6,2,0,0,70,7,1,0,0,70,7,1,0,0,73,4,1,0,0,71,6,1,0,0,78,78,01100486,20170101100486001,08120
133,7,1,0,0,132,8,1,0,0,131,10,0,0,0,133,7,1,0,0,132,8,1,0,0,145,141,01500131,20180201500131004,08121
29,2,0,0,0,28,3,0,0,0,29,2,0,0,0,29,2,0,0,0,29,2,0,0,0,31,31,01500168,20170101500168001,08058
57,5,0,0,1,56,5,1,0,1,54,6,2,0,1,55,4,2,1,1,57,5,0,0,1,63,63,00500935,20170100500935003,08133
61,4,2,0,1,60,6,1,0,1,61,4,2,0,1,62,3,2,0,1,61,5,1,0,1,68,68,00500690,20170100500690001,09002
61,5,1,0,1,61,5,1,0,1,62,4,1,0,1,62,3,1,1,1,61,4,1,1,1,72,68,00500741,20170100500741001,09002
54,1,1,0,0,54,0,2,0,0,54,1,1,0,0,54,2,0,0,0,54,1,1,0,0,63,56,00500818,20180200500818001,09049
95,4,0,0,0,96,2,1,0,0,94,4,0,1,0,95,3,1,0,0,94,4,1,0,0,99,99,03601005,20170203601005053,09050
98,1,0,0,0,96,3,0,0,0,95,3,1,0,0,96,2,0,0,1,97,2,0,0,0,100,99,03601166,20180203601166019,09050
49,2,1,0,0,49,2,0,1,0,48,2,2,0,0,48,4,0,0,0,49,3,0,0,0,53,52,00800252,20170100800252001,09079
32,2,1,0,0,32,2,1,0,0,33,0,2,0,0,33,0,2,0,0,34,0,1,0,0,35,35,02900834,20170102900834001,09088
34,4,0,0,0,33,4,1,0,0,35,3,0,0,0,36,2,0,0,0,34,4,0,0,0,38,38,01100794,20170101100794006,09092
29,1,0,0,0,25,5,0,0,0,29,1,0,0,0,30,0,0,0,0,29,1,0,0,0,30,30,01100860,20170101100860001,09092
28,2,0,0,0,28,2,0,0,0,28,2,0,0,0,28,2,0,0,0,28,2,0,0,0,30,30,01100862,20170101100862001,09092
30,0,0,0,0,27,3,0,0,0,28,2,0,0,0,30,0,0,0,0,28,2,0,0,0,30,30,01100870,20170101100870001,09092
29,1,0,0,0,28,2,0,0,0,29,1,0,0,0,29,1,0,0,0,29,1,0,0,0,30,30,01100871,20170101100871001,09092
27,3,0,0,0,28,2,0,0,0,28,2,0,0,0,28,2,0,0,0,29,1,0,0,0,30,30,01100872,20170101100872001,09092
60,5,1,1,0,59,6,1,1,0,60,6,0,0,1,63,3,1,0,0,62,5,0,0,0,67,67,01100942,20160101100942001,08089
30,0,0,0,0,26,4,0,0,0,29,1,0,0,0,30,0,0,0,0,29,1,0,0,0,30,30,01101098,20170101101098001,09092
37,2,0,0,0,37,1,1,0,0,36,2,1,0,0,36,2,1,0,0,37,1,1,0,0,40,39,03600257,20180203600257132,09104
16,1,0,1,0,17,0,0,1,0,16,1,0,1,0,17,0,0,1,0,16,1,0,1,0,20,18,03601170,20180203601170133,09104
40,4,0,0,0,40,4,0,0,0,39,5,0,0,0,39,5,0,0,0,40,4,0,0,0,47,44,03600569,20180203600569013,09105
33,3,0,0,0,35,1,0,0,0,34,2,0,0,0,31,5,0,0,0,33,3,0,0,0,36,36,00701012,20170100701012001,09131
34,0,0,0,0,33,1,0,0,0,32,2,0,0,0,33,1,0,0,0,33,1,0,0,0,34,34,01500223,20170101500223001,10002
